"Country","CountryCode","CountryCodeID","ProductID","ProductName","Unit","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Italy","IT",273,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",7.09,49,90,93,96,98,99,100,100,99.9687807359369,99.9996196582816,99.9999998801065,100,100,100,100,100,100,100
"Japan","JP",276,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",84,98.7,99,99,99,99,99.9,99.9,99.9,96.8352039433507,97.4347145868073,97.9319620966311,98.3433605780239,98.6828922772755,98.9623636523979,99.1916642615571,99.3790154404351,99.5312033863862,99.6537970412291
"Jordan","JO",275,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",80,80,80,80,87,90,99,99,99,95.4179018255279,96.4690360267392,97.2948834205855,97.9405163664616,98.4085580102235,98.8091431176781,99.1182570098408,99.3560169303054,99.5381300679372,99.6767433290223
"Kazakhstan","KK",279,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",2.67,25.86,43.3,65.5,69,72.9,75.3,75.7,81.3,84.175979315679,85.6660624472389,86.8663091820395,88.3304163574995,89.1317329529458,89.8845092385403,90.5922621212898,91.2579407985271,91.884106397128,92.4730423389059
"Kenya","KY",283,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,7,21.5,25,35,57,77,84.3345515970147,92.0364026961002,96.2314266408234,98.329349976328,99.3042481745622,99.7708510290221,99.9542257691031,99.9975071105074,99.999994381662,99.9999999999905
"Kuwait","KW",282,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",95,96.6,96.6,96.6,99,99.6,100,100,100,95.4158398088553,95.7989622745257,96.15144760713,96.4755375453272,96.7733436314765,97.0468490276638,97.2979114736563,97.5282671320957,97.7395351015546,97.9332224106474
"Kyrgyzstan","KZ",284,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0.5,0.5,0.5,1.6,40,50,70,85,85,82.4270989887832,81.0883975655287,77.4631768462193,72.0948310486727,65.1774701043362,59.8713330466956,50.6415075963044,41.3501903313395,33.9085656904558,25.9062423279659
"Laos","AO",166,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",2,2,2,5,7,9,43,43,43,63.5242841641493,74.9080634150537,83.8968619639237,90.2488535761226,94.2784963954231,96.8986477761887,98.4472917519182,99.3228400532941,99.7683273004031,99.9532527265614
"Latvia","LA",285,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",26.67,38.64,75,90,95,95,95,95,95,89.5178153689231,88.3715926116242,87.1007205616819,87.3165573963257,85.7502648914331,84.0293153937158,82.1470057136569,80.0984034485159,77.8808292732729,75.4943378263519
"Lebanon","LB",286,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",29.28,29.28,55,48,61.72,97.88,98.2,99,99.2,98.8610895109557,99.6897295547014,99.9614741584211,99.9991135040865,99.9999993143985,99.9999999999993,100,100,100,100
"Lesotho","LO",293,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",62.7,62.7,62.7,70,75,65,65,67,67,65.0369693043058,64.905989085222,64.7724393965448,64.6369508283467,64.4999565913366,64.3617497552332,64.2225369674825,64.0824689132679,63.9416585801841,63.8001927211336
"Liechtenstein","LI",289,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,96,96,97,98,98,98,99.4243453812512,99.9037236411794,99.992945955718,99.9998518764477,99.9999995222645,99.9999999999062,100,100,100,100
"Lithuania","LT",295,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",44.44,48.89,80,91,98,98,99,99.99,99.99,98.8091217175336,99.3902248223208,99.7346710927757,99.9122634174934,99.9817240763586,99.99822069039,99.9999484004708,99.9999997728822,99.9999999999457,100
"Luxembourg","LX",296,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",90,90,93,96,95,96,97,98,98,93.0466427871445,93.4185028072292,93.7691847387967,94.1002907325464,94.5692091496989,94.8427277736233,95.1032059036149,95.3511948598157,95.5872296600577,95.8118287625929
"Macau","MU",310,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",95,95,95,99,99,99,99,99,99,94.5170415545565,94.8018990329663,95.0728263777844,95.3304266259137,95.5752846877179,95.8079670265103,96.0290214592383,96.238977065398,96.4383441920145,96.6276145433358
"Malawi","MW",312,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,6,15.8,30,30,50,64.57,70.0706324433671,77.7627998208718,83.854565955138,88.4652152336362,91.8095350782318,94.2334694760977,95.9755266071154,97.2426467549427,98.113685963831,98.7297438796116
"Malaysia","MY",314,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",15,15,33,71,88,77.2,79.7,82.2,93.5,81.5218376699648,79.2565217237752,76.6650182820072,73.7577570929307,70.5493821701206,67.0609340538822,63.3222596372694,59.3729993617883,55.2622823611878,51.0472050814734
"Maldives","MA",298,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",11.4,11.4,44,58,80,100,100,100,100,99.3410386033636,99.8216549170823,99.9777814232965,99.9994523646747,99.9999994389681,99.9999999999986,100,100,100,100
"Mexico","MX",313,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",9.66,18.43,30,58,58,88.2,88.2,90.75,93.47,92.1718168137526,94.2471171996377,95.3661630699063,96.289495817248,97.0481005893481,97.669015814483,98.1754380239596,98.5869884144806,98.9200616361224,99.1882058022992
"Moldova","MV",311,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",22.87,28.67,33,84,97,97,97,98,99,99.1280546838224,99.8078044622108,99.9860773064104,99.9999058407436,99.9670723325197,99.9999130042963,99.9999999998852,100,100,100
"Mongolia","ML",302,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",6.9,6.9,6.9,6.9,6.9,21,45,59,73,83.8562064587555,91.2808023405295,95.5056442264138,97.765551632236,98.9119563250726,99.5149894958618,99.8119538320837,99.9468459559001,99.9928274428834,99.9998212257123
"Montenegro","ME",469,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",10,38,62,65,85,98,97.62,97.65,97.52,97.6738121791826,98.5320776110882,99.1142646082079,99.5010434802272,99.747859257403,99.8929833310477,99.9657187318379,99.9929939974018,99.9992896162798,99.9999751270006
"Morocco","MO",305,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,45.44,68,93,96,98.75,98.75,99.9645053949716,99.9999734022466,99.9999999999998,100,100,100,100,100,100,100
"Namibia","NB",316,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",37,37,37,37,39,39,39,39,39,40.9325992959234,41.1818816880954,41.4249713594052,41.656141038674,41.8757684261298,42.0901341300687,42.3016146100614,42.5213951633049,42.7289388394208,42.9367387738448
"Nauru","NU",325,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,30,30,30,30,30,21.3289589010285,13.9481419856283,8.19668153162565,4.37268140482122,2.11892906641255,0.907013905924064,0.309778654959956,0.0622382828091001,0.603070748193944,0.102242455374771
"Netherlands","NL",320,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",29.28,80,99,99,99,99,99,99,99,99.8925175281104,99.9940727828971,99.9999585012984,99.9999999923243,100,100,100,100,100,100
"New Zealand","NZ",327,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",50,50,50,88,90,94,97,97,97.5,93.6085952818631,93.8730104594294,94.0233329488297,94.0901926054664,94.0927398811264,94.0433837894063,93.9503688842516,93.8192550746797,96.0699434468248,95.7429395698244
"Nigeria","NG",318,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",8.64,8.64,22.34,22.34,22.34,22.34,22.34,37.8,40.53,43.6761542194585,47.7271048928046,51.7941248940516,55.8300554517176,59.8085975984357,63.6362654986983,67.3004961202447,70.7673570193871,74.0112603738178,77.0151614357699
"Norway","NO",322,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",54.92,68.95,85,99,99.2,99.8,99.9,99.9,99.9,97.5112307167269,98.1350147869175,98.6252783858343,99.0079530316107,99.3037876906584,99.5291812055801,99.6970414054085,99.8176851781829,99.8997800061183,99.9512448342452
"Oman","OM",328,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",16.9,52,76,86,88.77,92.1,96.05,96.3,97.6,93.4337668957433,93.7397978145878,94.0267238880513,94.2968489191288,94.9485428726619,95.1380248216835,95.3213416585107,95.4986681274581,95.6701755532936,95.8360317870761
"Pakistan","PK",332,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,7,16,27,67,68.6,68.73,68.82,77.4875907945297,80.6450532702421,82.6987390148108,84.2159238947422,85.4365764808453,86.4727882609985,87.693981759173,88.4652001597726,89.1906128175621,89.8739393393178
"Peru","PU",338,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",35,35,35,44,44.02,52.24,60,60,65,69.062004383493,72.9780772040274,76.9565210749087,80.5068755506958,83.62793022462,86.3355421838355,88.657655559084,90.6296194197852,92.2902604402187,93.6788888442692
"Philippines","PH",331,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",6,27,48,39,80,80,80,80,80,79.9803314635494,78.8834501340183,79.1657912879099,78.0917024378598,76.0057723623979,73.7974649398327,71.4709265564374,69.0323210533907,66.4898926915572,63.8539590046533
"Poland","PL",333,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",50,66.7,80,100,100,100,100,100,100,97.9726123275078,98.6037476700958,99.0738389987225,99.4167639071889,99.6585216550988,99.8196179984714,99.9176297783254,99.9693691174628,99.9914477528763,99.9983897978754
"Portugal","PT",337,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",90,93,95,94.3,98.8,98.9,99.2,99.7,99.9,95.4142186061154,95.9020098773949,96.3401925796678,96.733408191703,97.0859464415102,97.4017543388643,97.6844494099158,97.9373358587302,98.1634226190234,98.3654424690746
"Qatar","QT",339,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",58,58,58,95,99.04,99.5,99.5,99.5,99.8,98.9790542974817,99.6385115562369,99.9190073119945,99.9922208661838,99.9998343817309,99.9999997328497,99.9999999999945,100,100,100
"Romania","RO",341,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",54,59,55.8,66.1,75.2,88.54,92.56,98.13,99.22,94.7475741960973,96.2488363595172,97.3578883329765,98.1703077791015,98.7608667688404,99.1863756968208,99.4889587682223,99.6992261953661,99.8392735467668,99.9256521987675
"Russia","RU",344,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",25,35.9,50,50,59,62,70,87.7,88.6,89.7298669133925,93.2361133399852,95.6635470878203,97.2298598225541,98.3111113038977,99.0024666307571,99.4388149327958,99.708755581371,99.8684964704006,99.9535448550157
"Rwanda","RW",347,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",8,8,8,20,62,89,96.6,98.9,98.07,97.8865988831087,98.6191947329217,99.3421945222697,99.5873253399984,99.7601666661569,99.8743010141043,99.9426929022264,99.9783277479593,99.9936049881148,99.9986371902545
"Saudi Arabia","SA",348,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",78,80,82,85,88,90,93.1,94.2,98.25,92.714832978298,93.9063275879775,94.9143056257809,95.7637484382225,96.4772654656204,97.0749709541539,97.5745164675766,97.9912233268724,98.3382727199406,98.626923122195
"Serbia","RS",408,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,56.74,78.2,94.4,96.7,96.86,98.1,99.9862752683976,99.999996876505,100,100,100,100,100,100,100,100
"Seychelles","YC",391,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",10,10,10,21.44,41.14,90,98.5,98.5,98.5,97.6480427700078,97.9621061930372,98.2275587626528,98.4550104392896,98.6519136839621,98.8237007032609,98.9744540279766,99.107321207339,99.3964423004341,99.4687485900828
"Singapore","SG",352,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",99,99,99,100,100,100,100,100,100,94.6768952083028,94.7619130149811,94.8456475949632,94.9281159704038,95.0093350125022,95.0893214403102,95.1680918196494,95.2456625621353,95.3220499243043,95.3972700068407
"Slovakia","SK",354,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",11.15,24,52,75,87,92,94,97,99,96.2344589151119,97.1345344901842,97.8343435302485,98.3762069321575,98.7942801765329,99.1157355110317,99.3619311789092,99.5494719586673,99.6911294021866,99.7966323053441
"Slovenia","SV",359,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",12.8,63.4,89.7,95.7,97.4,98.6,99.5,99.7,99.9,96.4099671273379,97.0601022197663,97.617063255333,98.0916687400801,98.4934715902499,98.8308489348977,99.1111314632469,99.3407678976989,99.5255194823793,99.6706750712032
"Somalia","SO",356,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",22,0,0,0,9,18,25,25,30,47.165704992478,59.5222868322924,71.2956921818628,81.0650436815197,87.9577546617173,93.0403462746773,96.270922954458,98.2168483864425,99.3012985952881,99.8116465051116
"South Africa","ZA",393,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5,14.23,34,54,73,77.62,90.32,94.41,96.45,94.9423977781218,96.6297694930608,97.7741463882889,98.5434459636645,99.1092928289263,99.4306415884688,99.6447786844879,99.7865589169207,99.8792201699358,99.9380083923152
