"Country","CountryCode","CountryCodeID","ProductID","ProductName","Unit","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"South Sudan","SN",525,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",10,10,10,10,10,10,10,15,15,18.7250566061539,18.9070183270301,18.899378066585,18.6327657540269,18.1387439161038,17.493919226546,16.7792419666554,16.147070819895,15.3580210808428,14.5856409578181
"Spain","ES",236,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",51.27,51.27,75,91.3,91.3,96.2,97.8,99.4,99.6,96.1521554627277,96.9208595508863,97.5500355379622,98.0634028380873,98.4810651393325,98.8198689051994,99.0937912307784,99.3143228433494,99.4908291995724,99.6308854996708
"Sri Lanka","KA",277,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5,10.72,25,35,36,48,80,80,96,92.4905051485968,95.9208521896516,97.9271136305113,99.0464319419579,99.6224239228769,99.9005786129158,99.9876539942939,99.9997083453029,99.9999997079584,99.9999999999992
"Sudan","SD",350,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,30,35,35,35,35,53.4696578439536,59.7430947682177,65.1922185595133,69.9599462660359,74.1950183026168,77.9591327529882,81.5152357214298,84.3950562457217,86.9243791278356,89.1253729820415
"Suriname","SU",358,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,35,35,75,85,85,96.2654499353327,98.8946053319752,99.8358941009979,99.996188959712,99.9999994965652,100,100,100,100,100
"Sweden","SE",351,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",93.26,99.19,99.45,99.99,100,100,100,100,100,95.8421218425247,96.2174392082571,96.5607217012268,96.8744943569711,97.1611189296253,97.4227980247386,97.6615804606913,97.8793675325177,98.0779199036956,98.2588648979681
"Switzerland","CH",191,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",20,85,98,98,99,99,99,99.94,99.95,94.3357968048595,94.4809332906947,94.6225719351339,94.7607862987833,94.8956489427321,95.0272314123585,95.1556042232127,95.280836848877,95.4029977107055,95.5221541693501
"Tanzania","TZ",374,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5.34,12.76,25,13,13,13,13,13,13,20.5903475861465,22.0649609675818,25.1521242732182,28.5532448617815,32.2470298638352,36.2008974705247,40.3703813613012,44.6998890244631,49.1248924976525,53.57532105971
"Thailand","TH",364,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,21,98,98,98,98,98,99.9922977325273,99.9999973258342,99.9999999999998,100,100,100,100,100,100,100
"Togo","TO",367,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,0,0,35,67,67,92.8511727609455,99.115476868027,99.9988479379618,100,100,100,100,100,100,100
"Tunisia","TU",371,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,73,87,96,94,95,99.2100363273961,99.9196439735957,99.998710365531,99.9999994341839,99.9999999999999,100,100,100,100,100
"Turkey","TR",368,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,82.5,86.52,93.17,96.71,92.24,99.8743806234483,99.9993505157016,99.9999999929205,100,100,100,100,100,100,100
"Turkmenistan","TM",366,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",6,6,10,25,46.1,67,67,67,67,63.8928768918741,58.6264090077571,51.7482377735281,45.7183156271155,37.0149008583775,28.8454273821114,21.7332275508691,15.9036264335779,11.3522706204475,7.93337492601815
"Uganda","UG",376,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",4,7.69,15,10,15,17,40,40,31,45.5621082871543,50.2423417603626,54.783241581553,58.9860299993385,62.9531778842291,66.6959930089709,70.2098951919691,73.6071312485076,76.6161101261644,79.3839211816252
"Ukraine","UK",377,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,1.44,3,78.1,78.1,87.15,97.6900596110442,99.9777133316712,99.9999999998837,100,100,100,100,100,100,100
"United Kingdom","GB",245,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",43,70,80,97.8,98.5,99.3,99.7,99.7,99.9,98.4333418358501,99.6106080047608,99.9634186203085,99.999778096421,99.9999999987638,100,100,100,100,100
"Uruguay","UY",382,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",29.08,42.49,45,50,88,88,56.4,82.6,90.2,82.3953558119604,84.1855835719827,84.7642573315617,85.327451146087,85.8753303632039,86.4080750030628,86.925878508496,87.4289465222753,87.9174956955881,88.3917525313228
"USA","US",380,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",89,97,98.5,99.6,99.6,99.8,99.9,99.9,99.9,94.0993578948298,93.9882868749235,93.8752634218029,93.7602583646686,93.6432422921438,93.5241855582468,93.4030582887582,93.2798303879975,93.1544715460172,93.0269512462281
"Uzbekistan","UZ",383,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",1,1,1,10,16.9,43,44,47.7,65.9,70.7302231123823,76.4243103935675,81.0657613418604,84.5371894126736,87.3089940757563,89.667886668756,91.5108326369198,93.1683536453255,94.4032402396008,95.4347765657067
"Vanuatu","VT",388,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",18,18,18,18,25,33,33,50,70,73.5964143117038,82.9867066982742,90.0600449948554,94.5895518181134,97.2349645256944,98.692852752436,99.4354182828839,99.8209973171978,99.9686227972741,99.9985201681163
"Venezuela","VE",384,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",12,12,25,45,67.79,82,64,65,65,67.0336963393244,65.5319351852861,63.954372205848,62.3096219480839,60.6054729612489,61.2807323612933,59.2701019341406,57.2292203791649,55.1644327990039,53.0823962008713
"Vietnam","VN",387,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,5,95,93.89,97,99.5,99.9994326494147,99.9999999999999,100,100,100,100,100,100,100,100
"Zambia","ZB",394,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0.46,0.46,0.46,1.34,5.77,43.41,43.41,49.1,88.37,79.7791626970069,85.1777483884416,88.8241476607511,91.5091770584344,93.5507612708437,95.3415328702308,96.5038527256316,97.4263963324557,98.151571813811,98.7141772805699
"Zimbabwe","ZW",397,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",2,2,2,11,22.64,34.72,35,35,35,48.580244858324,52.4361816682856,55.7422736449147,58.7284476437646,61.4955201301365,64.5343158248435,66.9289570438437,69.2312405534025,71.4367678877156,73.5417649058892
