"Country","CountryCode","CountryCodeID","ProductID","ProductName","Unit","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"Seychelles","YC",391,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",10,10,10,21.44,41.14,90,98.5,98.5,98.5,105.137356234624,99.1635513818542,92.4853237104556,75.129564703769,71.0845357271912,68.1188808714059,66.2146095912688,54.3581352411797,60.3024577412385,61.4088312075489
"Singapore","SG",352,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",99,99,99,100,100,100,100,100,100,99.9418589945082,99.9553520624773,100.241319092411,100.24984215057,99.9785241009418,99.9802833633242,100.258270733631,100.261355518548,99.986351913408,99.9856053101954
"Slovakia","SK",354,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",11.15,24,52,75,87,92,94,97,99,95.7936394370074,95.8069379408396,97.9568983827675,98.0507412653485,95.8590900412254,95.830710503852,97.9655305324148,98.0538667188746,95.8602247825262,95.8311224827551
"Slovenia","SV",359,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",12.8,63.4,89.7,95.7,97.4,98.6,99.5,99.7,99.9,98.6505197603442,98.5802770698879,98.0814240362385,98.2915711958234,98.6505249463677,98.5802777760488,98.0814241323966,98.2915712088418,98.6505249481415,98.5802777762924
"Somalia","SO",356,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",22,0,0,0,9,18,25,25,30,26.1938128451914,23.8258821846299,22.0093491578759,25.524903558159,22.5375133358663,21.0383696201073,19.8532107911832,23.812532781252,22.0664038268615,20.627166605725
"South Africa","ZA",393,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5,14.23,34,54,73,77.62,90.32,94.41,96.45,95.6196921677386,96.1423083033681,98.3993754536068,98.7074017406233,97.0332504028774,97.0170973044905,98.9897156064223,99.1414037079586,97.091820066555,97.0459664451767
"South Sudan","SN",525,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",10,10,10,10,10,10,10,15,15,20.7805721358154,28.4455273897788,38.523156270772,48.8462435702913,61.0615386633879,72.6115789061274,82.4451098123387,88.4562222684867,93.7498486657848,97.5194482806278
"Spain","ES",236,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",51.27,51.27,75,NA,91.3,96.2,97.8,99.4,99.6,98.3665818340265,100.878312353402,105.07613175895,98.4428856788582,98.9818636896811,101.276883190601,105.334037335584,98.60945245164,99.0895188977454,101.346442104633
"Sri Lanka","KA",277,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5,10.72,25,35,36,48,80,80,96,103.034420758863,112.186134725999,119.016484496489,113.219772458421,118.603516423529,122.567697816121,126.018009320351,117.820183842719,121.261635563823,124.291051583473
"Sudan","SD",350,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,30,35,35,35,35,44.0166442980816,41.8114916555507,38.9823356494993,51.3656488749762,47.9581107086473,44.365680326364,40.8889588298886,52.6858880691144,48.9013752916511,45.0636314358422
"Suriname","SU",358,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,35,35,75,85,85,91.0386892993004,91.0082550911079,90.5834093230586,93.8101583615722,92.5859400139036,91.5637667568415,90.7667679316208,93.8988139823531,92.6192755897909,91.5762968277576
"Sweden","SE",351,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",93.26,99.19,99.45,99.99,100,100,100,100,100,99.9441198802201,99.9496865151099,100.054026031872,100.026470393448,99.9441198891207,99.9496865160781,100.054026032005,100.026470393474,99.9441198891377,99.9496865161219
"Switzerland","CH",191,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",20,85,98,98,99,99,99,99.94,99.95,100.818787409568,100.541148087614,99.1410925625327,99.9961828476217,100.836186809341,100.55411149936,99.1507507377527,100.003372596086,100.841543263336,100.558102090415
"Tanzania","TZ",374,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",5.34,12.76,25,13,13,13,13,13,13,13.4191799365726,13.9399126660257,15.2832504475993,14.0255472602151,15.3777496635612,16.5461443997641,17.5392361796026,15.9656310178083,17.0386951405811,17.9620424185146
"Thailand","TH",364,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,21,98,98,98,98,98,101.768258075609,96.9355166733291,92.1310943191659,106.71762370653,101.847383571515,97.0023178842732,92.1887393886199,106.768099322224,101.892104300518,97.1212593253079
"Togo","TO",367,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,0,0,35,67,67,75.4597682994389,78.8511460768678,82.3435990000715,73.4466175550223,75.4364515450367,78.2138282109038,81.5203174473587,72.8126397260873,74.9520241132126,77.8295208756769
"Tunisia","TU",371,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,NA,NA,73,87,96,94,95,98.6279182956301,93.8229512271171,88.4176195859351,102.865564235254,98.6858560014808,93.8693275503876,88.4584985477552,102.902302865226,98.6858625456636,93.8693286564833
"Turkey","TR",368,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,82.5,86.52,93.17,96.71,92.24,99.0262665197682,92.546588966662,85.8546473163292,105.37840990246,99.0749247640611,92.5696647567988,85.899535949114,105.41786133133,99.110311653842,92.6015694023006
"Turkmenistan","TM",366,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",6,6,10,25,46.1,67,67,67,67,78.0567856654099,77.7730831132234,76.6810055880012,86.8934073737757,85.1475305243317,83.0799212148848,80.7503491921437,89.3347110176977,87.1612364246651,84.7770609230543
"Uganda","UG",376,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",4,7.69,15,10,15,17,40,40,31,40.5433691312581,46.9622523409746,53.0147036603102,44.5106090373206,50.6111242094458,56.6026641580504,62.5730548573632,55.0615073823082,62.0722410453617,69.1953017999317
"Ukraine","UK",377,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,1.44,3,78.1,78.1,87.15,87.8885193769527,89.7036160058303,91.2685865200106,85.4571600742076,87.1910360654135,88.9686208132305,90.7649951405137,85.0779435258758,86.94410811745,88.7995889389876
"United Arab Emirates","UA",375,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",82,83.5,85,95.29,99.6,99.64,99.73,99.82,99.82,100.594825280705,100.251671683083,101.765359362343,103.718055950288,101.244512130954,100.687858465467,102.057894144006,103.913893009781,101.375695754018,100.775705007087
"United Kingdom","GB",245,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",43,70,80,97.8,98.5,99.3,99.7,99.7,99.9,98.5848682409017,98.6529936842998,99.5573277644572,99.3981818764691,98.6078584853896,98.6617549451636,99.560666251814,99.3994506076581,98.6083419133122,98.6619391460227
"Uruguay","UY",382,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",29.08,42.49,45,50,88,88,56.4,82.6,90.2,87.3116714578976,80.9374146841311,74.0576641653484,96.6658740475472,88.7372605885274,81.25785160918,74.245732562766,96.7760157274228,88.8018326970917,81.29569886096
"USA","US",380,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",89,97,98.5,99.6,99.6,99.8,99.9,99.9,99.9,99.1219671198579,99.1762587440772,99.1968113551629,97.9323528842262,98.0216885264792,98.0767952262581,98.0982289419791,96.8347200761773,96.9250684057128,96.9812531351318
"Uzbekistan","UZ",383,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",1,1,1,10,16.9,43,44,47.7,65.9,72.5080710435049,78.47737573433,82.6134321745402,92.4495877567332,96.4634455833026,98.7982885874632,99.2656419138984,106.286339343339,107.628982127419,107.582471047843
"Vanuatu","VT",388,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",18,18,18,18,25,33,33,50,70,87.6713506532042,101.498730591712,109.820161617321,119.471501913327,121.223358901619,121.29743011501,120.474454948408,124.86459791709,123.89075388975,122.612667641277
"Venezuela","VE",384,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",12,12,25,45,67.79,82,64,65,65,75.6649926883208,72.3363347379113,68.9768870734822,81.3404179260766,77.6820643246841,75.7434649345412,71.9604412528658,83.9617069587849,79.9916307519721,76.0766963917034
"Vietnam","VN",387,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0,0,0,0,5,95,93.89,97,99.5,99.5502814829414,100.350283481901,100.427909691781,98.209108362148,99.6415309007273,100.389997524139,100.454107106878,98.2299374573772,99.659194346709,100.405364431933
"Zambia","ZB",394,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",0.46,0.46,0.46,1.34,5.77,43.41,43.41,49.1,88.37,91.6150414906338,96.0943835328713,96.5421955709371,109.076683252443,108.131214007083,105.829458741353,102.049982901001,112.161162058112,109.876644656363,106.649127771569
"Zimbabwe","ZW",397,178271,"Percentage of Population Covered by at least a 3G Mobile Network","% of population",2,2,2,11,22.64,34.72,35,35,35,38.3468907264741,37.1204583724366,35.5350676033685,38.6879545219309,37.8138099537687,36.0128813615607,34.5345319079288,37.7939456596064,37.0146122778237,35.87236934589
