CountryName,CountryCode,CountryCodeID,ProductID,ProductName,Unit,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,ColourCode
Kyrgyzstan,KZ,284,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.404482204,7.981518508,20.06316761,32,46.32,51,57,59,68.98826125,77.62857859,84.20101513,88.90089606,92.1538984,94.92272615,96.67448251,97.64830284,98.23539783,98.59797051,99.52700751,99.5729508,99.61436992,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Latvia,LA,285,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,4.479941957,14.5931212,26.27547668,37.61104369,47.96396119,58.00984977,67.88535097,76.64617521,83.28991783,88.24448082,91.45263397,94.32873562,96.31379438,97.39209822,98.04344572,98.44853289,99.4269051,99.4838783,99.53437544,99.57957058,99.62036541,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCCCCCCCCCCCCCCCCCxxxxxxxxxx
Lebanon,LB,286,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,50,90,94.21277965,95.78894304,96.4,97.52351337,98.19240914,98.60178777,99.60328601,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Liechtenstein,LI,289,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,36.13139586,50.00680051,62.11798181,70.61565211,77.1085566,83.24490967,88.60623214,92.84043903,96.0565087,98,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Lesotho,LO,293,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4.001846579,11.60937108,21.00466479,32,63.75482502,91.96,95,96.22694724,97.71752131,98.20664338,98.51874672,98.74391959,98.91800433,99.05673195,99.1689971,99.26201855,99.34074618,99.40852246,99.46769801,99.51998081,99.56664569,99.60866586,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Lithuania,LT,295,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3.189034025,13.06580133,24.73925379,36.64081871,46,40,54,94,99,99.98,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Luxembourg,LX,296,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,36.93290529,52.56893097,65.40942073,76.04119971,83.31326088,90,80,90,94.09165423,95.50421785,95.91603422,97,99,99.12283395,99.22350193,99.30796867,99.38017805,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCGGGCCCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Maldives,MA,298,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,7.519733714,18.68766697,30.71995375,41.82,57.1,75.2,78,83,91.0625,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGCGCCCCCCCCCCCCCCCxxxxxxxxxx
Macedonia,MD,300,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3.924002135,13.97057937,25.82699326,37.61861092,47.82037045,57.85778058,67,73.33058516,79.57242103,85.74344806,91.87263921,98,98.35281306,99.22350193,99.30796867,99.38017805,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Mongolia,ML,302,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4.230413046,12.06424172,21.39549294,30.87876828,39.9,46.9,49.8,49.9,52.8,62.36234177,78.31434914,95,96.64897036,97.59251981,98.16808061,98.52741371,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCGGGGGCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Monaco,MN,304,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,45.58055614,61.22661977,71.69465511,78.94321861,84.03233064,87.64075936,94.83962639,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Morocco,MO,305,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,16.53914528,28.2135423,39.67145616,49.7796914,59.44110324,68,69,69,75,75,75,80,80,86.12467375,90.11995426,93.16365556,95.7497898,97.19194247,98.0237921,98.52457815,99.16968345,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Macau,MU,310,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,49.75109047,66.10881502,77.01822278,84.71043779,90.12200215,98.9,99.1,99.9,99.9,99.9,99.9,99.9,99.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Moldova,MV,311,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7.857007349,19.22685971,30.94565904,41.97090674,52.1596148,61.9,85.09816655,99,99,99,99,99,99.12283395,99.22350193,99.30796867,99.38017805,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGCGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Malawi,MW,312,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2,5,17.82245356,32,44.09285959,54.66568026,64.93610686,74.32516975,81.61476526,87.29590512,90.82556785,93.76360942,96.06217631,97.2680818,97.99253349,98.43971786,99.48352683,99.53406231,99.57928907,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGGCGCCCCCCCCCCCCCCCxxxxxxxxxx
Mexico,MX,313,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,5.149063886,15.54054499,27.40330342,38.97130234,49.10123196,59.05964066,68.03002836,75.2681523,81.21534366,85.70120833,89,92.29879167,95.08504478,97.08136798,98.11202341,98.70788771,99.05745452,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Malaysia,MY,314,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,19.07031366,30.40739807,40.39560129,49.52122043,58.16910795,65.52264487,74,81.1,81.6,82.4,83.1,88,92,94.51857291,96.07729307,97.05934915,97.66156914,98.74391959,98.91800433,99.05673195,99.1689971,99.26201855,99.34074618,99.40852246,99.46769801,99.51998081,99.56664569,99.60866586,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Namibia,NB,316,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3.134682805,13,23,32,37,37,37,48.86046597,59.01265688,68.98819595,77.80177839,84.47937239,89.41925425,92.6500486,95.3931592,97.23234934,98.20030996,98.76034465,99.08810835,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Nigeria,NG,318,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3.506021138,12.57621488,17.62182665,30.33819099,43.52009875,57.44783231,66.6,75.75785165,82.80972574,88.26947881,91.65802224,94.81322094,96.94186632,98.02866333,98.65833423,99.02853501,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Netherlands,NL,320,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,45.31224342,61.9381663,74.53838663,82.19457725,90,92.86,96.69673469,99,99,99,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGCCGGGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Norway,NO,322,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,43.30682603,59.58396721,72.81379401,82.21956019,90,89.53209718,88.4434718,87.58573964,87.81310622,90,97,98,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGCCCCGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Nepal,NP,323,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0.374629111,1.241856422,2.902446029,5.686594976,9.567571951,14.3292732,20.35,29.51918808,44.64321299,62.83031169,76.74974469,77.71045588,83.42357535,87.45602456,90.49648576,93.62005614,95.4184096,96.59649775,97.42959869,98.01623094,98.39414704,98.65135893,98.84554486,98.99867429,99.12176028,99.22261051,99.30721306,99.37952675,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGCCCCCCCCCCCCCCCCCCCCCxxxxxxxxxx
Nauru,NU,325,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,29.13305653,42.09031118,54.90592103,65.89122612,75.10213306,83.07115842,89.74935012,98,97.28655207,97.46491405,97.64327604,97.82163802,98,98.38406334,98.6440107,98.83984149,98.99412137,99.11806293,99.21954232,99.30461337,99.37728669,99.44033173,99.49573122,99.54494708,99.58908388,99.62899366,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
New Zealand,NZ,327,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,46.76940558,59.8887729,69.09969175,75.63068259,87.75540802,97,97,97,97,97,97,97,98,98.38406334,98.6440107,98.83984149,98.99412137,99.11806293,99.21954232,99.30461337,99.37728669,99.44033173,99.49573122,99.54494708,99.58908388,99.62899366,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCGGGGGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Oman,OM,328,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,32,48,49.05,65,85.7,87.1,93,95,96.64897036,97.59251981,98.16808061,98.52741371,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Cameroon,OO,329,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.983877883,4.375574727,8.890166877,14.45461044,20.90050028,28.00262818,35.17839767,42.36553586,50,60.71987188,70.86315499,79.01243121,85.380471,89.44248564,92.62878413,95.25678411,96.69431025,97.56214083,98.1037186,98.44879282,99.32767857,99.3972007,99.45776024,99.51116078,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Philippines,PH,331,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,5.286203089,16.43455024,29.56496763,40.68152817,50.68642348,60.41779687,69,69,70,73,75,78,84.51732807,89.16518144,92.37911425,95.11761871,96.84194975,97.79445686,98.36435167,98.71285447,99.63062507,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGGCCCCCCCCCCCCCCCCxxxxxxxxxx
Pakistan,PK,332,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,33,46,56.8495661,67.32264514,76.26641481,83.34682294,87.99151001,91.58677869,94.54495835,96.19981839,97.1913573,97.81607924,98.21992543,99.14886607,99.24517659,99.3263827,99.39607952,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Poland,PL,333,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,3.877059136,13.85987623,25.5,42.444375,56.63,61.16,82.34,80.52,93.6,99.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGCGGGGGGCCCCCCCCCCCCCCCCxxxxxxxxxx
Portugal,PT,337,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,21.8506306,34.11128294,44.73362379,55.09460195,64.65887737,72.57289823,79,84,85,87.5,96.2,99.1,99.1,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Peru,PU,338,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,2.41193986,10.97496866,22.30414422,34.30988095,39.23546417,55.02,62.51,79.4,87.40972073,88.95,90.67,93.67760727,96.22933311,97.63756592,98.43222799,98.89663198,99.16806433,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Qatar,QT,339,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8800676,36.71718508,49.61295929,61.13840346,70,86,80,98,98,98,98,98,98,98.641438,99.01868002,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Costa Rica,RI,340,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,1.285935909,9.321679123,19.22191766,29.86635384,27.14008372,38.06387909,44.85,51.56655277,60.98281134,72.63698255,85.7048952,99,99.12283395,99.22350193,99.30796867,99.38017805,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGCCCCGCCCCCCCCCCCCCCCCxxxxxxxxxx
Romania,RO,341,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,1.899108861,11.14097542,22.20377045,33.91358261,45,60,90,91,95,99.8,99.8,99.8,99.9,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Russia,RU,344,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,5.544657098,14.86537416,25.42491779,35.52635246,44.5976212,53.48970665,61.41488629,67.77330877,73,80.48864901,85.78566662,90.11576376,93.45857738,95.41955992,96.65654701,97.41521062,97.8992491,98.86740862,99.0161522,99.13591878,99.23438179,99.31720181,99.38814425,99.44982603,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Rwanda,RW,347,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434806038,9.888947225,19.4215468,30.13675894,43.09369862,53.29423978,64.39502503,71.55386098,78.47357233,83.89557336,88,88,88.01,91.52787437,94.4015466,96.71239457,97.89446958,98.57978759,98.98273345,99.21891788,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Saudi Arabia,SA,348,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73816317,38.32992329,51.82009373,62.33264025,72.22882176,79.30808341,85,90,93.8,95.08,97,97,97,97.87756719,98.40700579,98.73230484,99.61595535,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Sudan,SD,350,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1.08691627,7.425688303,15,31.71452243,42,45,45.2,45.7,45.73,56.34682069,66.91571133,76.06964243,83.06262178,87.98926718,91.51694332,94.43494834,96.2175877,97.2494662,97.88907151,98.29521896,99.24766041,99.32849797,99.3979098,99.45838204,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGCGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Sweden,SE,351,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,45.01311194,58.06094279,67.31249144,84.90310539,99,99,99,99.98,99.98,99.99,99.99,99.99,99.99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Singapore,SG,352,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46778984,58.64741696,67.99241559,86.63582183,99.83,99.42,100,100,99,99,99,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Slovakia,SK,354,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,11.88635202,23.33468637,35.39565601,45.85205801,56,61.1,67.8,69.2,71.1,77,85,91,93,95.6917484,97.37538213,98.28266478,98.808949,99.11656234,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Somalia,SO,356,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,10,30,41.13313055,50.51792731,61.45868199,71.35557632,79.3225969,85.45806174,89.61232789,93.0418167,95.35214156,96.65159184,97.44516102,97.95399289,98.99867429,99.12176028,99.22261051,99.30721306,99.37952675,99.44228894,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGCCCCCCCCCCCCCCCCCCxxxxxxxxxx
Suriname,SU,358,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2.350544039,12,34.66666667,57.33333333,80,86.23248256,90.40407102,93.46693863,96.06933486,97.55788959,98.38681954,98.87007305,99.15243777,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Slovenia,SV,359,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,27.40023624,39.70835643,51.72687543,62.95287467,72.3,72.9,73.6,84.6,90.6,91.4,92.3,99.4,99.5,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGGGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Botswana,SW,360,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7.517770534,18.18430998,29.5553505,40,45,60.23578338,78,92,94.81662677,96.38658156,97.33201225,97.92627747,98.30787724,99.21954232,99.30461337,99.37728669,99.44033173,99.49573122,99.54494708,99.58908388,99.62899366,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCGGCGGCCCCCCCCCCCCCCCxxxxxxxxxx
Syria,SY,361,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0.2,0.5,13,13,26,48.02342732,70,76.63735324,82.68459144,87.34436863,90.65093022,93.24212733,95.06711993,96.94164789,97.67714433,98.1804819,98.500979,98.73053271,98.90745853,99.04825976,99.16206693,99.25621273,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGGCGCCCCCCCCCCCCCCCxxxxxxxxxx
Swaziland,SZ,362,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,61,71,79.15307616,85.46974161,89.51529082,92.65677609,95.29745428,96.76199185,97.63304819,98.17177594,98.51200052,99.39378237,99.45476391,99.5085046,99.55636498,99.59937868,99.63834677,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCGGGGCCCCCCCCCCCCCCCCCCxxxxxxxxxx
Thailand,TH,364,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0.976106303,4.271152018,9.652248888,19.59348374,33.72586344,50.90966963,66.85128718,74.3558754,80,97,97,97.71851429,98.20728437,98.51918448,98.74425015,98.918265,99.05694144,99.16916863,99.26216235,99.34086903,99.40862903,99.46779165,99.520064,99.56672028,99.60873331,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Turkmenistan,TM,366,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1.385788772,4.254766152,9.287772437,16.87911528,26.78325888,37.17429614,48.15127312,58.86675265,68.07184757,76.09092748,82.11282919,87.11766894,91.16748567,93.81438736,95.48677059,96.6154569,98.09897727,98.44691168,98.69017021,98.87579312,99.02286455,99.14137012,99.23892329,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCCCCCCCCCCCCCCCCCCCCxxxxxxxxxx
Togo,TO,367,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,14,23,31.7212266,40.32297889,50,60.67657807,70.74108515,78.94030778,85.31883166,89.41378326,92.58374582,95.23641045,96.70628345,97.58485386,98.12998862,98.47552222,99.36013344,99.42537189,99.48252666,99.53317135,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Turkey,TR,368,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3.656197459,13.499806,27.69897695,44.33269625,62.01473382,79.37885929,95.03,96.5261086,97.43160577,98.00029305,98.36458313,99.25915288,99.33829884,99.40639992,99.46583332,99.51832463,99.56516074,99.60732338,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCGGCCCCCCGCCCCCCCCCCCCCCCxxxxxxxxxx
Trinidad and Tobago,TT,370,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,4.50882519,14.75210934,26.77801184,38.4442062,48.60877102,58.61104744,67.66515947,75,75,75,75,82.33484053,88.03708832,91.53489376,94.40771047,96.71603419,97.89652696,98.58098201,98.98342982,99.21933052,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCCCGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
Tunisia,TU,371,178271,Percentage of Population Covered by at least a 3G Mobile Network,% of population,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2.490504339,11.97585024,23.80757393,35.79255611,46.18318256,56.30126396,65,83,84,87,90,94,96.16178276,97.30974402,98.00066184,98.4293748,99.44285815,99.49796481,99.54694176,99.59088086,99.63062507,100,100,100,100,100,100,,,,,,,,,,,xxxxxxxxxxxxxxxxxxxxxxxxxxCCCCCCCGGGGGGCCCCCCCCCCCCCCCxxxxxxxxxx
